Id,Title,Uri,Rank,Sale7,SaleAll,Volumn7,VolumnAll
cG9zdDoxMzY5Ng==,Tasty Bones,/project/tastybones/,242,15,14832,970.7367499,32393223.555877626
cG9zdDoxMTMxOA==,Skvllpvnkz,/project/skvllpvnkz/,243,23,21228,970.57250975,5235491.055845033
cG9zdDoyMzU0NA==,Aiko Virtual,/project/aikovirtual/,244,56,21886,965.8158480021999,2008725.2696937975
cG9zdDo2MjIw,Tom Sachs: Rocket Factory,/project/tomsachsrocketfactory/,245,1,3082,934.565,31827984.21175444
cG9zdDoxMjAxMA==,Metapreneurs,/project/metapreneurs/,246,25,15106,912.24438235,7854796.73062387
cG9zdDo3MjM0NA==,The Chimpsons,/project/thechimpsons/,247,47,25213,906.3935618609546,1660645.9369331168
cG9zdDoxMDUy,Plasma Bears,/project/plasmabears/,248,3,3287,902.1838383062,13222903.92958679
cG9zdDoxMzAzNg==,OUTKAST,/project/outkast/,249,10,22308,861.9370844,4452599.447675212
cG9zdDoxODc3Mg==,Clay Friends,/project/clayfriends/,250,15,11112,855.923961423,5752648.431356239
cG9zdDo1MzUw,Waifusion,/project/waifusion/,251,7,42564,851.675707700984,27716144.07109034
cG9zdDo3MjQ2,TIMEPieces,/project/timepieces/,252,12,22824,848.9788097835715,37822192.34368996
cG9zdDoxMzMzOQ==,Trillionaire Thugs,/project/trillionairethugs/,253,6,13199,840.75203507,16696648.214106042
cG9zdDoxMTI1,Spells of Genesis,/project/spellsofgenesis/,254,3,434,821.4449999999999,182563.5775010496
cG9zdDo3ODUz,Koala Intelligence Agency,/project/koalaintelligenceagency/,255,13,31279,817.558942555,42804263.48017689
cG9zdDo2NTYzMA==,Beyond Earth Online,/project/beyondearthonline/,256,9,20354,815.39287,2266513.958442219
cG9zdDo1NjA4,Super Yetis,/project/superyeti/,257,18,24486,781.69593321,7367244.647149513
cG9zdDo1NDAx,Apymon,/project/apymon/,258,23,10188,781.4861377,4881734.5100769
cG9zdDo1Mjk0,Luchadores,/project/luchadores/,259,15,15418,770.5663120740112,2398076.363487798
cG9zdDoxMzEyMw==,Stoner Ape Club,/project/stonerapeclub/,260,12,20026,758.66427763,12006443.915758405
cG9zdDoyOTY=,MakersPlace,/project/makersplace/,261,4,24062,724.7803063233,38517186.44662366
cG9zdDoxMDM0Ng==,Women Rise,/project/womenrise/,262,12,26249,723.3134190239999,19494584.329376932
cG9zdDo3NTg5,Superlative Secret Society,/project/superlativesecretsociety/,263,27,32976,720.68946533325,19737925.168316837
cG9zdDoyODc4MzU=,Tokyo Rebels,/project/tokyorebels/,264,40,11835,714.376933265,250601.3803534124
cG9zdDo2NDgwOA==,Stickmen Toys,/project/stickmentoys/,265,21,8482,711.4519224609757,2375161.1997374706
cG9zdDoxMjE4Ng==,Pepsi,/project/pepsi/,266,3,3186,708.19606,10234176.982822182
cG9zdDo1NTc4,Wicked Craniums,/project/wickedcraniums/,267,11,35922,705.1248743985,25296083.024570227
cG9zdDo1MTQ3,Slacker Duck Pond,/project/slackerduckpond/,268,18,15040,704.8687077,1608735.8642220239
cG9zdDoxMDI4MA==,Swampverse,/project/swampverse/,269,12,32315,694.5791257000001,29415697.229518026
cG9zdDo0ODA=,War Riders,/project/warriders/,270,4,14436,684.620305,1564428.4099508033
cG9zdDoyMjIw,Crypto Stamp,/project/cryptostamps/,271,5,6117,629.12298,537105.9942041613
cG9zdDoxMjc4MA==,C-01,/project/c01/,272,12,23609,612.1160354525,48963981.797364786
cG9zdDo2MjA3,Purrnelope’s Country Club,/project/purrnelopescountryclub/,273,4,20362,608.5652451605995,12982296.188490136
cG9zdDo1NDUy,DeadHeads,/project/deadheads/,274,13,33554,603.837015,18416222.19867991
cG9zdDo3MzE0,Galactic Apes,/project/galacticapes/,275,25,38048,603.0037479517755,65539498.91899706
cG9zdDo2MDY2,JunkYard Dogs,/project/junkyarddogs/,276,15,19006,585.7459838751216,8932766.602599647
cG9zdDoyNjI=,MyCryptoHeroes,/project/mycryptoheroes/,277,4,57696,577.80538,5441922.389936893
cG9zdDo5MzQ2,Boonji Project,/project/boonjiproject/,278,7,27966,575.8832493,46485759.05144921
cG9zdDoyMjk1OQ==,Tigerbob,/project/tigerbob/,279,1,2615,538.902,5620428.49085079
cG9zdDoxMzI5NA==,Homies in Dreamland,/project/homiesindreamland/,280,10,20710,535.73620245,6949017.500032808
cG9zdDoyMzY2NQ==,For The Culture,/project/fortheculture/,281,16,10807,530.2264412625,4905980.334275125
cG9zdDoxMjY2OA==,GossApe Girl,/project/gossapegirl/,282,9,19311,505.31641763387995,8446561.12419863
cG9zdDoxOTIxNQ==,Tales of Tsuki,/project/talesoftsuki/,283,29,28031,502.58060775,10752777.710046554
cG9zdDoxMDIzNw==,Sherbet,/project/sherbet/,284,10,23849,497.2459432,6914145.683801394
cG9zdDoxMzIxNg==,"1,989 Sisters",/project/1989sisters/,285,2,4045,476.216985,6017424.710938591
cG9zdDoxOTAxNA==,Edenhorde,/project/edenhorde/,286,5,23528,466.94302704,26119101.260497216
cG9zdDoxMTIy,Avastars,/project/avastars/,287,7,41701,440.544343,13645514.54407599
cG9zdDo2MDI1,Animetas,/project/animetas/,288,11,17584,436.703505,31300482.7069166
cG9zdDoxMzAwNg==,GhostsProject,/project/ghostsproject/,289,9,20995,425.1514391,11701610.345420217
cG9zdDo2NDcxMg==,Katatonik,/project/katatonik/,290,5,4528,394.803046,1207171.6747515807
cG9zdDoxMDE2MA==,The Wild Bunch,/project/thewildbunch/,291,6,7480,391.19099072,4168486.6701528886
cG9zdDo2NzQ3,GOATz,/project/goatz/,292,5,28458,383.0374189666583,8713415.535963789
cG9zdDo2MzI2,Untamed Elephants,/project/untamedelephants/,293,10,17669,379.65317929,2651941.9676660337
cG9zdDo1Mjg3,Fortune Teller,/project/fortuneteller/,294,1,297,378.818,861945.9169897002
cG9zdDo3Mjg3Mw==,Castaways,/project/castaways/,295,9,11731,375.5880738179333,6270080.73793036
cG9zdDoxMjk5MA==,Girlies,/project/girlies/,296,13,29828,371.642755,11479688.499460096
cG9zdDoxMzY1OA==,Curious Addys’ Trading Club,/project/curiousaddystradingclub/,297,4,8431,370.4547367571429,3322477.0432921452
cG9zdDo2MDc2,Lonely Alien Space Club,/project/lonelyalienspaceclub/,298,7,21752,365.048860004375,17249914.40145073
cG9zdDoxMjA4Ng==,MONGS NFT,/project/mongsnft/,299,8,14105,346.48553933200003,2664585.869925532
cG9zdDoxMDI0MQ==,Uncool Cats,/project/uncoolcats/,300,1,15834,334.341,4458838.379242715
